UniqueId,Name,FareZones,HubNaptanCode,Wifi,OutsideStationUniqueId,BlueBadgeCarParking,BlueBadgeCarParkSpaces,TaxiRanksOutsideStation,MainBusInterchange,PierInterchange,NationalRailInterchange,AirportInterchange,EmiratesAirLineInterchange
940GZZLUCSD,Colliers Wood,3,,TRUE,940GZZLUCSD-Outside,FALSE,,FALSE,,,,,
940GZZLUCSM,Chesham,9,,TRUE,940GZZLUCSM-Outside,TRUE,4,FALSE,,,,,
940GZZLUCTN,Camden Town,2,,TRUE,940GZZLUCTN-Outside,FALSE,,FALSE,,,,,
940GZZLUCWL,Chigwell,4,,TRUE,940GZZLUCWL-Outside,FALSE,,FALSE,,,,,
940GZZLUCWP,Chiswick Park,3,,TRUE,940GZZLUCWP-Outside,FALSE,,FALSE,,,,,
940GZZLUCXY,Croxley,7,,TRUE,940GZZLUCXY-Outside,FALSE,,FALSE,,,,,
940GZZLUDBN,Debden,6,,TRUE,940GZZLUDBN-Outside,TRUE,3,TRUE,,,,,
940GZZLUDGE,Dagenham East,5,,TRUE,940GZZLUDGE-Outside,FALSE,,FALSE,,,,,
940GZZLUDGY,Dagenham Heathway,5,,TRUE,940GZZLUDGY-Outside,FALSE,,FALSE,,,,,
940GZZLUDOH,Dollis Hill,3,,FALSE,940GZZLUDOH-Outside,FALSE,,FALSE,,,,,
940GZZLUEAE,Eastcote,5,,FALSE,940GZZLUEAE-Outside,FALSE,,FALSE,,,,,
940GZZLUEAN,East Acton,2,,TRUE,940GZZLUEAN-Outside,FALSE,,FALSE,,,,,
940GZZLUECM,Ealing Common,3,,TRUE,940GZZLUECM-Outside,FALSE,,FALSE,,,,,
940GZZLUECT,Earl's Court,1|2,,TRUE,940GZZLUECT-Outside,FALSE,,FALSE,,,,,
940GZZLUEFY,East Finchley,3,,TRUE,940GZZLUEFY-Outside,FALSE,,FALSE,,,,,
940GZZLUEGW,Edgware,5,,TRUE,940GZZLUEGW-Outside,FALSE,,TRUE,,,,,
940GZZLUEHM,East Ham,3|4,,TRUE,940GZZLUEHM-Outside,FALSE,,FALSE,,,,,
940GZZLUEMB,Embankment,1,,TRUE,940GZZLUEMB-Outside,FALSE,,FALSE,,,,,
940GZZLUEPG,Epping,6,,TRUE,940GZZLUEPG-Outside,TRUE,6,FALSE,,,,,
940GZZLUEPK,Elm Park,6,,TRUE,940GZZLUEPK-Outside,FALSE,,TRUE,,,,,
940GZZLUEPY,East Putney,2|3,,TRUE,940GZZLUEPY-Outside,FALSE,,FALSE,,,,,
940GZZLUERB,Edgware Road,1,,TRUE,940GZZLUERB-Outside,FALSE,,FALSE,,,,,
940GZZLUERC,Edgware Road,1,,TRUE,940GZZLUERC-Outside,FALSE,,FALSE,,,,,
940GZZLUESQ,Euston Square,1,,TRUE,940GZZLUESQ-Outside,FALSE,,FALSE,,,,,
940GZZLUFBY,Fulham Broadway,2,,TRUE,940GZZLUFBY-Outside,FALSE,,FALSE,,,,,
940GZZLUFLP,Fairlop,4,,TRUE,940GZZLUFLP-Outside,FALSE,,FALSE,,,,,
940GZZLUFYC,Finchley Central,4,,TRUE,940GZZLUFYC-Outside,TRUE,6,FALSE,,,,,
940GZZLUFYR,Finchley Road,2,,FALSE,940GZZLUFYR-Outside,FALSE,,FALSE,,,,,
940GZZLUGDG,Goodge Street,1,,TRUE,940GZZLUGDG-Outside,FALSE,,FALSE,,,,,
940GZZLUGGH,Grange Hill,4,,TRUE,940GZZLUGGH-Outside,FALSE,,FALSE,,,,,
940GZZLUGGN,Golders Green,3,,TRUE,940GZZLUGGN-Outside,FALSE,,FALSE,,,,,
940GZZLUGHK,Goldhawk Road,2,,TRUE,940GZZLUGHK-Outside,FALSE,,FALSE,,,,,
940GZZLUGPK,Green Park,1,,TRUE,940GZZLUGPK-Outside,FALSE,,FALSE,,,,,
940GZZLUGPS,Great Portland Street,1,,TRUE,940GZZLUGPS-Outside,FALSE,,FALSE,,,,,
940GZZLUGTH,Gants Hill,4,,TRUE,940GZZLUGTH-Outside,FALSE,,FALSE,,,,,
940GZZLUGTR,Gloucester Road,1,,TRUE,940GZZLUGTR-Outside,FALSE,,FALSE,,,,,
940GZZLUHBN,Holborn,1,,TRUE,940GZZLUHBN-Outside,FALSE,,FALSE,,,,,
940GZZLUHBT,High Barnet,5,,TRUE,940GZZLUHBT-Outside,TRUE,5,FALSE,,,,,
940GZZLUHCH,Hornchurch,6,,TRUE,940GZZLUHCH-Outside,FALSE,,FALSE,,,,,
940GZZLUHCL,Hendon Central,3|4,,TRUE,940GZZLUHCL-Outside,FALSE,,FALSE,,,,,
940GZZLUHGD,Hillingdon,6,,TRUE,940GZZLUHGD-Outside,TRUE,6,FALSE,,,,,
940GZZLUHGR,Hanger Lane,3,,FALSE,940GZZLUHGR-Outside,FALSE,,FALSE,,,,,
940GZZLUHGT,Highgate,3,,TRUE,940GZZLUHGT-Outside,FALSE,,FALSE,,,,,
940GZZLUHLT,Hainault,4,,TRUE,940GZZLUHLT-Outside,TRUE,4,FALSE,,,,,
940GZZLUHNX,Hatton Cross,5|6,,TRUE,940GZZLUHNX-Outside,FALSE,,FALSE,,,,,
940GZZLUHPC,Hyde Park Corner,1,,TRUE,940GZZLUHPC-Outside,FALSE,,FALSE,,,,,
940GZZLUHPK,Holland Park,2,,TRUE,940GZZLUHPK-Outside,FALSE,,FALSE,,,,,
940GZZLUHSK,High Street Kensington,1,,TRUE,940GZZLUHSK-Outside,FALSE,,FALSE,,,,,
940GZZLUHTD,Hampstead,2|3,,TRUE,940GZZLUHTD-Outside,FALSE,,FALSE,,,,,
940GZZLUHWC,Hounslow Central,4,,TRUE,940GZZLUHWC-Outside,FALSE,,FALSE,,,,,
940GZZLUHWE,Hounslow East,4,,TRUE,940GZZLUHWE-Outside,TRUE,2,FALSE,,,,,
940GZZLUHWT,Hounslow West,5,,TRUE,940GZZLUHWT-Outside,TRUE,10,FALSE,,,,,
940GZZLUHWY,Holloway Road,2,,TRUE,940GZZLUHWY-Outside,FALSE,,FALSE,,,,,
940GZZLUICK,Ickenham,6,,TRUE,940GZZLUICK-Outside,FALSE,,FALSE,,,,,
940GZZLUKBN,Kilburn,2,,TRUE,940GZZLUKBN-Outside,FALSE,,FALSE,,,,,
940GZZLUKBY,Kingsbury,4,,TRUE,940GZZLUKBY-Outside,FALSE,,FALSE,,,,,
940GZZLUKNB,Knightsbridge,1,,TRUE,940GZZLUKNB-Outside,FALSE,,FALSE,,,,,
940GZZLUKNG,Kennington,1|2,,TRUE,940GZZLUKNG-Outside,FALSE,,FALSE,,,,,
940GZZLUKPK,Kilburn Park,2,,TRUE,940GZZLUKPK-Outside,FALSE,,FALSE,,,,,
940GZZLULAD,Ladbroke Grove,2,,TRUE,940GZZLULAD-Outside,FALSE,,FALSE,,,,,
940GZZLULBN,Lambeth North,1,,TRUE,940GZZLULBN-Outside,FALSE,,FALSE,,,,,
940GZZLULGN,Loughton,6,,TRUE,940GZZLULGN-Outside,FALSE,,FALSE,,,,,
940GZZLULGT,Lancaster Gate,1,,TRUE,940GZZLULGT-Outside,FALSE,,FALSE,,,,,
940GZZLULRD,Latimer Road,2,,TRUE,940GZZLULRD-Outside,FALSE,,FALSE,,,,,
940GZZLULSQ,Leicester Square,1,,TRUE,940GZZLULSQ-Outside,FALSE,,FALSE,,,,,
940GZZLULYN,Leyton,3,,TRUE,940GZZLULYN-Outside,FALSE,,FALSE,,,,,
940GZZLULYS,Leytonstone,3|4,,TRUE,940GZZLULYS-Outside,FALSE,,FALSE,,,,,
940GZZLUMBA,Marble Arch,1,,TRUE,940GZZLUMBA-Outside,FALSE,,FALSE,,,,,
940GZZLUMDN,Morden,4,,TRUE,940GZZLUMDN-Outside,FALSE,,FALSE,,,,,
940GZZLUMED,Mile End,2,,TRUE,940GZZLUMED-Outside,FALSE,,FALSE,,,,,
940GZZLUMHL,Mill Hill East,4,,TRUE,940GZZLUMHL-Outside,FALSE,,FALSE,,,,,
940GZZLUMMT,Monument,1,,TRUE,940GZZLUMMT-Outside,FALSE,,FALSE,,,,,
940GZZLUMPK,Moor Park,6|7,,TRUE,940GZZLUMPK-Outside,FALSE,,FALSE,,,,,
940GZZLUMRH,Manor House,2|3,,TRUE,940GZZLUMRH-Outside,FALSE,,FALSE,,,,,
940GZZLUMSH,Mansion House,1,,TRUE,940GZZLUMSH-Outside,FALSE,,FALSE,,,,,
940GZZLUMTC,Mornington Crescent,2,,TRUE,940GZZLUMTC-Outside,FALSE,,FALSE,,,,,
940GZZLUMVL,Maida Vale,2,,TRUE,940GZZLUMVL-Outside,FALSE,,FALSE,,,,,
940GZZLUNAN,North Acton,2|3,,TRUE,940GZZLUNAN-Outside,FALSE,,FALSE,,,,,
940GZZLUNBP,Newbury Park,4,,TRUE,940GZZLUNBP-Outside,TRUE,6,TRUE,,,,,
940GZZLUNDN,Neasden,3,,TRUE,940GZZLUNDN-Outside,FALSE,,FALSE,,,,,
940GZZLUNEN,North Ealing,3,,TRUE,940GZZLUNEN-Outside,FALSE,,FALSE,,,,,
940GZZLUNFD,Northfields,3,,TRUE,940GZZLUNFD-Outside,FALSE,,FALSE,,,,,
940GZZLUNGW,North Greenwich,2|3,HUBNGW,TRUE,940GZZLUNGW-Outside,TRUE,19,TRUE,Full,Full,,,Full
940GZZLUNHA,North Harrow,5,,TRUE,940GZZLUNHA-Outside,FALSE,,FALSE,,,,,
940GZZLUNHG,Notting Hill Gate,1|2,,TRUE,940GZZLUNHG-Outside,FALSE,,FALSE,,,,,
940GZZLUNHT,Northolt,5,,TRUE,940GZZLUNHT-Outside,FALSE,,FALSE,,,,,
940GZZLUNKP,Northwick Park,4,,TRUE,940GZZLUNKP-Outside,FALSE,,FALSE,,,,,
940GZZLUNOW,Northwood,6,,TRUE,940GZZLUNOW-Outside,FALSE,,FALSE,,,,,
940GZZLUNWH,Northwood Hills,6,,TRUE,940GZZLUNWH-Outside,FALSE,,FALSE,,,,,
940GZZLUOAK,Oakwood,5,,TRUE,940GZZLUOAK-Outside,TRUE,6,FALSE,,,,,
940GZZLUOSY,Osterley,4,,TRUE,940GZZLUOSY-Outside,FALSE,,FALSE,,,,,
940GZZLUOVL,Oval,2,,TRUE,940GZZLUOVL-Outside,FALSE,,FALSE,,,,,
940GZZLUOXC,Oxford Circus,1,,TRUE,940GZZLUOXC-Outside,FALSE,,FALSE,,,,,
940GZZLUPCC,Piccadilly Circus,1,,TRUE,940GZZLUPCC-Outside,FALSE,,FALSE,,,,,
940GZZLUPCO,Pimlico,1,,TRUE,940GZZLUPCO-Outside,FALSE,,FALSE,,,,,
940GZZLUPKR,Park Royal,3,,TRUE,940GZZLUPKR-Outside,FALSE,,FALSE,,,,,
940GZZLUPLW,Plaistow,3,,TRUE,940GZZLUPLW-Outside,FALSE,,FALSE,,,,,
940GZZLUPNR,Pinner,5,,TRUE,940GZZLUPNR-Outside,FALSE,,FALSE,,,,,
940GZZLUPRD,Preston Road,4,,TRUE,940GZZLUPRD-Outside,FALSE,,FALSE,,,,,
940GZZLUPSG,Parsons Green,2,,TRUE,940GZZLUPSG-Outside,FALSE,,FALSE,,,,,
940GZZLUPVL,Perivale,4,,TRUE,940GZZLUPVL-Outside,FALSE,,FALSE,,,,,
940GZZLUPYB,Putney Bridge,2,,FALSE,940GZZLUPYB-Outside,FALSE,,FALSE,,,,,
940GZZLUQBY,Queensbury,4,,TRUE,940GZZLUQBY-Outside,FALSE,,FALSE,,,,,
940GZZLUQWY,Queensway,1,,TRUE,940GZZLUQWY-Outside,FALSE,,FALSE,,,,,
940GZZLURBG,Redbridge,4,,TRUE,940GZZLURBG-Outside,FALSE,,FALSE,,,,,
940GZZLURGP,Regent's Park,1,,TRUE,940GZZLURGP-Outside,FALSE,,FALSE,,,,,
940GZZLURSG,Ruislip Gardens,5,,FALSE,940GZZLURSG-Outside,FALSE,,FALSE,,,,,
940GZZLURSM,Ruislip Manor,6,,TRUE,940GZZLURSM-Outside,FALSE,,FALSE,,,,,
940GZZLURSP,Ruislip,6,,TRUE,940GZZLURSP-Outside,TRUE,4,FALSE,,,,,
940GZZLURSQ,Russell Square,1,,TRUE,940GZZLURSQ-Outside,FALSE,,FALSE,,,,,
940GZZLURVP,Ravenscourt Park,2,,TRUE,940GZZLURVP-Outside,FALSE,,FALSE,,,,,
940GZZLURVY,Roding Valley,4,,TRUE,940GZZLURVY-Outside,FALSE,,FALSE,,,,,
940GZZLURYL,Rayners Lane,5,,TRUE,940GZZLURYL-Outside,TRUE,6,FALSE,,,,,
940GZZLURYO,Royal Oak,2,,TRUE,940GZZLURYO-Outside,FALSE,,FALSE,,,,,
940GZZLUSBM,Shepherd's Bush Market,2,,TRUE,940GZZLUSBM-Outside,FALSE,,FALSE,,,,,
940GZZLUSEA,South Ealing,3,,TRUE,940GZZLUSEA-Outside,FALSE,,FALSE,,,,,
940GZZLUSFB,Stamford Brook,2,,TRUE,940GZZLUSFB-Outside,FALSE,,FALSE,,,,,
940GZZLUSFS,Southfields,3,,TRUE,940GZZLUSFS-Outside,FALSE,,TRUE,,,,,
940GZZLUSGN,Stepney Green,2,,TRUE,940GZZLUSGN-Outside,FALSE,,FALSE,,,,,
940GZZLUSGT,Southgate,4,,TRUE,940GZZLUSGT-Outside,FALSE,,FALSE,,,,,
940GZZLUSHH,South Harrow,5,,TRUE,940GZZLUSHH-Outside,FALSE,,FALSE,,,,,
940GZZLUSJP,St James's Park,1,,TRUE,940GZZLUSJP-Outside,FALSE,,FALSE,,,,,
940GZZLUSJW,St John's Wood,2,,TRUE,940GZZLUSJW-Outside,FALSE,,FALSE,,,,,
940GZZLUSKS,South Kensington,1,,TRUE,940GZZLUSKS-Outside,FALSE,,FALSE,,,,,
940GZZLUSKW,Stockwell,2,,TRUE,940GZZLUSKW-Outside,FALSE,,FALSE,,,,,
940GZZLUSNB,Snaresbrook,4,,TRUE,940GZZLUSNB-Outside,FALSE,,FALSE,,,,,
940GZZLUSPU,St Paul's,1,,TRUE,940GZZLUSPU-Outside,FALSE,,FALSE,,,,,
940GZZLUSSQ,Sloane Square,1,,TRUE,940GZZLUSSQ-Outside,FALSE,,FALSE,,,,,
940GZZLUSTM,Stanmore,5,,TRUE,940GZZLUSTM-Outside,TRUE,6,FALSE,,,,,
940GZZLUSUH,Sudbury Hill,4,,TRUE,940GZZLUSUH-Outside,FALSE,,FALSE,,,,,
940GZZLUSUT,Sudbury Town,4,,TRUE,940GZZLUSUT-Outside,TRUE,3,FALSE,,,,,
940GZZLUSWC,Swiss Cottage,2,,TRUE,940GZZLUSWC-Outside,FALSE,,FALSE,,,,,
940GZZLUSWF,South Woodford,4,,TRUE,940GZZLUSWF-Outside,TRUE,4,TRUE,,,,,
940GZZLUSWK,Southwark,1,,TRUE,940GZZLUSWK-Outside,FALSE,,FALSE,,,,,
940GZZLUSWN,South Wimbledon,3|4,,TRUE,940GZZLUSWN-Outside,FALSE,,FALSE,,,,,
940GZZLUTAW,Totteridge & Whetstone,4,,TRUE,940GZZLUTAW-Outside,FALSE,,FALSE,,,,,
940GZZLUTBC,Tooting Bec,3,,TRUE,940GZZLUTBC-Outside,FALSE,,FALSE,,,,,
940GZZLUTBY,Tooting Broadway,3,,TRUE,940GZZLUTBY-Outside,FALSE,,FALSE,,,,,
940GZZLUTFP,Tufnell Park,2,,TRUE,940GZZLUTFP-Outside,FALSE,,FALSE,,,,,
940GZZLUTHB,Theydon Bois,6,,TRUE,940GZZLUTHB-Outside,TRUE,3,FALSE,,,,,
940GZZLUTMP,Temple,1,,TRUE,940GZZLUTMP-Outside,FALSE,,FALSE,,,,,
940GZZLUTNG,Turnham Green,2|3,,TRUE,940GZZLUTNG-Outside,FALSE,,FALSE,,,,,
940GZZLUTPN,Turnpike Lane,3,,TRUE,940GZZLUTPN-Outside,FALSE,,FALSE,,,,,
940GZZLUTWH,Tower Hill,1,,TRUE,940GZZLUTWH-Outside,FALSE,,FALSE,,Full,,,
940GZZLUUPB,Upminster Bridge,6,,TRUE,940GZZLUUPB-Outside,FALSE,,FALSE,,,,,
940GZZLUUPK,Upton Park,3,,TRUE,940GZZLUUPK-Outside,FALSE,,FALSE,,,,,
940GZZLUUPY,Upney,4,,TRUE,940GZZLUUPY-Outside,FALSE,,FALSE,,,,,
940GZZLUUXB,Uxbridge,6,,TRUE,940GZZLUUXB-Outside,FALSE,,FALSE,,,,,
940GZZLUWAF,Watford,7,,FALSE,940GZZLUWAF-Outside,FALSE,,FALSE,,,,,
940GZZLUWCY,White City,2,,TRUE,940GZZLUWCY-Outside,FALSE,,FALSE,,,,,
940GZZLUWFN,West Finchley,4,,TRUE,940GZZLUWFN-Outside,FALSE,,FALSE,,,,,
940GZZLUWHP,West Hampstead,2,HUBWHD,TRUE,940GZZLUWHP-Outside,FALSE,,FALSE,,,,,
940GZZLUWHW,West Harrow,5,,TRUE,940GZZLUWHW-Outside,FALSE,,FALSE,,,,,
940GZZLUWIG,Willesden Green,2|3,,TRUE,940GZZLUWIG-Outside,FALSE,,FALSE,,,,,
940GZZLUWIP,Wimbledon Park,3,,TRUE,940GZZLUWIP-Outside,FALSE,,FALSE,,,,,
940GZZLUWKA,Warwick Avenue,2,,TRUE,940GZZLUWKA-Outside,FALSE,,FALSE,,,,,
940GZZLUWKN,West Kensington,2,,TRUE,940GZZLUWKN-Outside,FALSE,,FALSE,,,,,
940GZZLUWLA,Wood Lane,2,,TRUE,940GZZLUWLA-Outside,FALSE,,FALSE,,,,,
940GZZLUWOF,Woodford,4,,TRUE,940GZZLUWOF-Outside,TRUE,10,FALSE,,,,,
940GZZLUWOG,Wood Green,3,,TRUE,940GZZLUWOG-Outside,FALSE,,FALSE,,,,,
940GZZLUWOP,Woodside Park,4,,TRUE,940GZZLUWOP-Outside,TRUE,5,FALSE,,,,,
940GZZLUWRR,Warren Street,1,,TRUE,940GZZLUWRR-Outside,FALSE,,FALSE,,,,,
940GZZLUWSD,Wanstead,4,,TRUE,940GZZLUWSD-Outside,FALSE,,FALSE,,,,,
940GZZLUWSP,Westbourne Park,2,,TRUE,940GZZLUWSP-Outside,FALSE,,FALSE,,,,,
940GZZLUWTA,West Acton,3,,TRUE,940GZZLUWTA-Outside,FALSE,,FALSE,,,,,
940GZZLUWYP,Wembley Park,4,,TRUE,940GZZLUWYP-Outside,TRUE,6,FALSE,,,,,
HUBAMR,Amersham,9,HUBAMR,TRUE,HUBAMR-Outside,TRUE,,FALSE,,,Partial,,
HUBBAL,Balham,3,HUBBAL,TRUE,HUBBAL-Outside,FALSE,,FALSE,,,,,
HUBBAN,Bank,1,HUBBAN,TRUE,HUBBAN-Outside,FALSE,,FALSE,,,Partial,,
HUBBEK,Beckenham Junction,4|Trams fare zone,HUBBEK,FALSE,HUBBEK-Outside,TRUE,88,FALSE,,,Partial,,
HUBBFR,Blackfriars,1,HUBBFR,TRUE,HUBBFR-Outside,FALSE,,TRUE,,Partial,,,
HUBBHO,Blackhorse Road,3,HUBBHO,TRUE,HUBBHO-Outside,FALSE,,FALSE,,,,,
HUBBIR,Birkbeck,4|Trams fare zone,HUBBIR,FALSE,HUBBIR-Outside,FALSE,,FALSE,,,Partial,,
HUBBKG,Barking,4,HUBBKG,TRUE,HUBBKG-Outside,FALSE,,TRUE,Full,,Partial,,
HUBBRX,Brixton,2,HUBBRX,TRUE,HUBBRX-Outside,FALSE,,FALSE,Full,,,,
HUBBSH,Bushey,8,HUBBSH,FALSE,HUBBSH-Outside,FALSE,,FALSE,,,,,
HUBCAN,Canning Town,2|3,HUBCAN,TRUE,HUBCAN-Outside,FALSE,,FALSE,Full,,,,
HUBCAW,Canary Wharf,2,HUBCAW,TRUE,HUBCAW-Outside,FALSE,,FALSE,,Full,,,
HUBCFO,Chalfont & Latimer,8,HUBCFO,TRUE,HUBCFO-Outside,TRUE,5,FALSE,,,Partial,,
HUBCHX,Charing Cross,1,HUBCHX,TRUE,HUBCHX-Outside,FALSE,,FALSE,,,,,
HUBCLJ,Clapham Junction,2,HUBCLJ,FALSE,HUBCLJ-Outside,FALSE,,FALSE,,,Partial,,
HUBCLW,Chorleywood,7,HUBCLW,TRUE,HUBCLW-Outside,TRUE,6,FALSE,,,Partial,,
HUBCST,Cannon Street,1,HUBCST,TRUE,HUBCST-Outside,FALSE,,FALSE,,,,,
HUBCUT,Cutty Sark for Maritime Greenwich,2|3,HUBCUT,FALSE,HUBCUT-Outside,FALSE,,TRUE,,Full,,,
HUBCYP,Crystal Palace,3|4,HUBCYP,FALSE,HUBCYP-Outside,TRUE,2,FALSE,,,Partial,,
HUBEAL,Ealing Broadway,3,HUBEAL,TRUE,HUBEAL-Outside,FALSE,,FALSE,,,Partial,,
HUBECY,East Croydon,5|Trams fare zone,HUBECY,FALSE,HUBECY-Outside,FALSE,,FALSE,,,Partial,,
HUBELM,Elmers End,4|Trams fare zone,HUBELM,FALSE,HUBELM-Outside,TRUE,108,FALSE,,,Partial,,
HUBEPH,Elephant & Castle,1|2,HUBEPH,TRUE,HUBEPH-Outside,FALSE,,FALSE,,,,,
HUBEUS,Euston,1,HUBEUS,TRUE,HUBEUS-Outside,FALSE,,TRUE,,,Partial,,
HUBFPK,Finsbury Park,2,HUBFPK,TRUE,HUBFPK-Outside,FALSE,,TRUE,,,Partial,,
HUBGFD,Greenford,4,HUBGFD,TRUE,HUBGFD-Outside,FALSE,,FALSE,,,Partial,,
HUBGNW,Greenwich,2|3,HUBGNW,FALSE,HUBGNW-Outside,TRUE,1,FALSE,,,Partial,,
HUBGUN,Gunnersbury,3,HUBGUN,FALSE,HUBGUN-Outside,FALSE,,FALSE,,,,,
HUBH13,Heathrow Terminals 2 & 3,6,HUBH13,TRUE,HUBH13-Outside,FALSE,,TRUE,Full,,,Full,
HUBHDN,Harlesden,3,HUBHDN,TRUE,HUBHDN-Outside,FALSE,,FALSE,,,,,
HUBHHY,Highbury & Islington,2,HUBHHY,TRUE,HUBHHY-Outside,FALSE,,FALSE,,,Partial,,
HUBHMS,Hammersmith,2,HUBHMS,TRUE,HUBHMS-Outside,FALSE,,FALSE,Full,,,,
HUBHOH,Harrow-on-the-Hill,5,HUBHOH,TRUE,HUBHOH-Outside,FALSE,,FALSE,,,Partial,,
HUBHRW,Harrow & Wealdstone,5,HUBHRW,TRUE,HUBHRW-Outside,TRUE,5,FALSE,,,Partial,,
HUBHX4,Heathrow Terminal 4,6,HUBHX4,TRUE,HUBHX4-Outside,FALSE,,TRUE,,,,Full,
HUBHX5,Heathrow Terminal 5,6,HUBHX5,FALSE,HUBHX5-Outside,FALSE,,TRUE,,,,Full,
HUBIMP,Imperial Wharf,2,HUBIMP,FALSE,HUBIMP-Outside,FALSE,,FALSE,,,,,
HUBKGX,King's Cross St Pancras,1,HUBKGX,TRUE,HUBKGX-Outside,FALSE,,TRUE,,,Partial,,
HUBKNL,Kensal Green,2,HUBKNL,FALSE,HUBKNL-Outside,FALSE,,FALSE,,,,,
HUBKNT,Kenton,4,HUBKNT,TRUE,HUBKNT-Outside,FALSE,,FALSE,,,,,
HUBKPA,Kensington (Olympia),2,HUBKPA,TRUE,HUBKPA-Outside,FALSE,,FALSE,,,Partial,,
HUBKTN,Kentish Town,2,HUBKTN,TRUE,HUBKTN-Outside,FALSE,,FALSE,,,,,
HUBKWG,Kew Gardens,3|4,HUBKWG,TRUE,HUBKWG-Outside,FALSE,,FALSE,,,,,
HUBLBG,London Bridge,1,HUBLBG,TRUE,HUBLBG-Outside,FALSE,,TRUE,Full,,Partial,,
HUBLCY,London City Airport,3,HUBLCY,FALSE,HUBLCY-Outside,FALSE,,FALSE,,,,Full,
HUBLEW,Lewisham,2|3,HUBLEW,FALSE,HUBLEW-Outside,FALSE,,FALSE,Full,,Partial,,
HUBLHS,Limehouse,2,HUBLHS,FALSE,HUBLHS-Outside,FALSE,,FALSE,,,Partial,,
HUBLST,Liverpool Street,1,HUBLST,TRUE,HUBLST-Outside,FALSE,,TRUE,Full,,Partial,,
HUBMJT,Mitcham Junction,4|Trams fare zone,HUBMJT,FALSE,HUBMJT-Outside,TRUE,18,FALSE,,,Partial,,
HUBMYB,Marylebone,1,HUBMYB,TRUE,HUBMYB-Outside,FALSE,,FALSE,,,,,
HUBNWB,North Wembley,4,HUBNWB,FALSE,HUBNWB-Outside,FALSE,,FALSE,,,,,
HUBNWD,Norwood Junction,4,HUBNWD,FALSE,HUBNWD-Outside,TRUE,3,FALSE,,,Partial,,
HUBNWX,New Cross,2,HUBNWX,FALSE,HUBNWX-Outside,FALSE,,FALSE,,,Partial,,
HUBNXG,New Cross Gate,2,HUBNXG,FALSE,HUBNXG-Outside,FALSE,,FALSE,,,Partial,,
HUBOLD,Old Street,1,HUBOLD,TRUE,HUBOLD-Outside,FALSE,,FALSE,,,,,
HUBPAD,Paddington,1,HUBPAD,TRUE,HUBPAD-Outside,FALSE,,TRUE,,,,,
HUBQPW,Queen's Park,2,HUBQPW,TRUE,HUBQPW-Outside,FALSE,,FALSE,,,,,
HUBRIC,Rickmansworth,7,HUBRIC,TRUE,HUBRIC-Outside,TRUE,12,FALSE,,,Partial,,
HUBRMD,Richmond,4,HUBRMD,TRUE,HUBRMD-Outside,TRUE,1,TRUE,Full,,Partial,,
HUBSBP,Stonebridge Park,3,HUBSBP,TRUE,HUBSBP-Outside,FALSE,,FALSE,,,,,
HUBSDE,Shadwell,2,HUBSDE,TRUE,HUBSDE-Outside,FALSE,,FALSE,,,,,
HUBSOK,South Kenton,4,HUBSOK,TRUE,HUBSOK-Outside,FALSE,,FALSE,,,,,
HUBSPB,Shepherd's Bush,2,HUBSPB,TRUE,HUBSPB-Outside,FALSE,,FALSE,,,Partial,,
HUBSRA,Stratford,2|3,HUBSRA,TRUE,HUBSRA-Outside,FALSE,,TRUE,Full,,Partial,,
HUBSRU,South Ruislip,5,HUBSRU,TRUE,HUBSRU-Outside,FALSE,,FALSE,,,,,
HUBSVS,Seven Sisters,3,HUBSVS,TRUE,HUBSVS-Outside,FALSE,,FALSE,,,,,
HUBSYD,Sydenham,3,HUBSYD,FALSE,HUBSYD-Outside,FALSE,,FALSE,,,Partial,,
HUBTCR,Tottenham Court Road,1,HUBTCR,FALSE,HUBTCR-Outside,FALSE,,FALSE,,,,,
HUBTOG,Tower Gateway,1,HUBTOG,FALSE,HUBTOG-Outside,FALSE,,FALSE,,,,,
HUBTOM,Tottenham Hale,3,HUBTOM,TRUE,HUBTOM-Outside,FALSE,,TRUE,,,Partial,,
HUBUPM,Upminster,6,HUBUPM,TRUE,HUBUPM-Outside,TRUE,9,TRUE,,,Partial,,
HUBVIC,Victoria,1,HUBVIC,TRUE,HUBVIC-Outside,FALSE,,TRUE,Full,,Partial,,
HUBVXH,Vauxhall,1|2,HUBVXH,TRUE,HUBVXH-Outside,FALSE,,TRUE,Full,,Partial,,
HUBWAT,Waterloo,1,HUBWAT,TRUE,HUBWAT-Outside,FALSE,,TRUE,Full,Full,Partial,,
HUBWBP,West Brompton,2,HUBWBP,TRUE,HUBWBP-Outside,FALSE,,FALSE,,,Partial,,
HUBWCY,West Croydon,5|Trams fare zone,HUBWCY,FALSE,HUBWCY-Outside,FALSE,,FALSE,,,Partial,,
HUBWEH,West Ham,2|3,HUBWEH,TRUE,HUBWEH-Outside,FALSE,,FALSE,,,Partial,,
HUBWFJ,Watford Junction,Outside,HUBWFJ,FALSE,HUBWFJ-Outside,TRUE,10,FALSE,,,Partial,,
HUBWHC,Walthamstow Central,3,HUBWHC,TRUE,HUBWHC-Outside,TRUE,8,FALSE,,,,,
HUBWIJ,Willesden Junction,2|3,HUBWIJ,TRUE,HUBWIJ-Outside,FALSE,,FALSE,,,,,
HUBWIM,Wimbledon,3|Trams fare zone,HUBWIM,TRUE,HUBWIM-Outside,TRUE,2,TRUE,Full,,Partial,,
